frame,x,y,confidence
150,789,547,0.6062166690826416
150,789,547,0.6062166690826416
155,819,379,0.609337568283081
155,819,379,0.609337568283081
160,844,385,0.7569737434387207
160,844,385,0.7569737434387207
170,874,463,0.8110902309417725
170,874,463,0.8110902309417725
175,880,499,0.8239603638648987
175,880,499,0.8239603638648987
180,831,311,0.7308413982391357
180,831,311,0.7308413982391357
185,658,67,0.8519226312637329
185,658,67,0.8519226312637329
